101,-0.120833333,0
202,-0.225,0
303,-0.2,0
404,-0.175,0
505,-0.15,0
606,-0.125,0
707,-0.1,0
808,-0.075,0
909,-0.05,0
1010,-0.025,0
1111,0.00E+00,0
1212,0.025,0
1313,0.05,0
1414,0.075,0
1515,0.1,0
1616,0.125,0
1717,0.15,0
1818,0.175,0
1919,0.2,0
2020,0.225,0
2121,0.120833333,0
