X,Y,Sigma_x,Sigma_y,Tau_xy
0.4775,-0.05,-49.3869136536458,-0.220612736766059,0.14717750040779
0.48,-0.05,-49.3861113529321,-0.220928180713945,0.147143008341379
0.4825,-0.05,-49.3843411050238,-0.221192808808881,0.146889784193404
0.485,-0.05,-49.3808828117632,-0.221101496572133,0.146037098036964
0.4875,-0.05,-49.3743498213412,-0.219748433191024,0.143618591882189
0.49,-0.05,-49.3620027353154,-0.214548025448869,0.137190776645532
0.4925,-0.05,-49.3383387104703,-0.197901739647808,0.120486844251443
0.495,-0.05,-49.2923167902208,-0.143422709353301,0.0766379543937781
0.4975,-0.05,-49.2026885026793,0.109838591641076,-0.0468827764949654
0.5,-0.05,-50.0109000333313,0.095226083457213,0.0952260834541363
0,-0.0475,-46.7662139691806,-0.272175167777875,-0.284156306767962
0.0025,-0.0475,-47.7485757842084,-0.254890675654258,-0.143419595256363
0.005,-0.0475,-47.6814267512565,-0.0446468825265036,-0.0509230709163132
0.0075,-0.0475,-47.6381584746039,-0.0150154253582215,-0.0181533274357246
0.01,-0.0475,-47.6160365203772,-0.00642808355423815,-0.006932849410289
0.0125,-0.0475,-47.6042250746243,-0.00315440705725637,-0.00272259450876261
0.015,-0.0475,-47.5976386974956,-0.0017285249416427,-0.00100127163216418
0.0175,-0.0475,-47.5938545132892,-0.0010441335397567,-0.000226153538068911
0.02,-0.0475,-47.5916604927242,-0.000685518504319897,0.000166680883785408
0.0225,-0.0475,-47.5904208239007,-0.000481110982022415,0.000393344842320888
0.025,-0.0475,-47.5897852958819,-0.000355013794611854,0.000540062842270992
0.0275,-0.0475,-47.5895507823993,-0.00027152870787539,0.00064282685012268
0.03,-0.0475,-47.5895929317155,-0.000212837916385785,0.000717620742907719
0.0325,-0.0475,-47.589831370093,-0.000169509972386332,0.000772212693134498
0.035,-0.0475,-47.5902113846386,-0.000136259763586111,0.000810870978674466
0.0375,-0.0475,-47.5906939467865,-0.000109963480298347,0.000836299132124851
0.04,-0.0475,-47.5912500835425,-8.86835179532142e-05,0.00085045415899058
0.0425,-0.0475,-47.5918575849868,-7.11653554847184e-05,0.000854904894482977
0.045,-0.0475,-47.5924990064216,-5.65649863588646e-05,0.000850995157098707
0.0475,-0.0475,-47.5931604101177,-4.42942826316776e-05,0.000839920842883775
0.05,-0.0475,-47.5938305421375,-3.39295694905909e-05,0.000822767407850977
0.0525,-0.0475,-47.5945002722728,-2.51556444942717e-05,0.000800528354559765
0.055,-0.0475,-47.5951621973199,-1.77305155079447e-05,0.000774114374589259
0.0575,-0.0475,-47.5958103483505,-1.14626951640181e-05,0.000744357930642203
0.06,-0.0475,-47.596439965926,-6.19633345877446e-06,0.000712015778039421
0.0625,-0.0475,-47.5970473209536,-1.80136070386065e-06,0.000677770772298053
0.065,-0.0475,-47.5976295671942,1.83311664396039e-06,0.00064223368096573
0.0675,-0.0475,-47.5981846165382,4.80327657411313e-06,0.000605945362063237
0.07,-0.0475,-47.5987110313404,7.19362501418648e-06,0.00056937945566359
0.0725,-0.0475,-47.5992079301145,9.07909907728784e-06,0.000532945607929954
0.075,-0.0475,-47.5996749041333,1.05265456274613e-05,0.000496993171275384
0.0775,-0.0475,-47.600111943289,1.15957853884889e-05,0.000461815288916182
0.08,-0.0475,-47.6005193700552,1.2340408825177e-05,0.000427653249024107
0.0825,-0.0475,-47.600897780701,1.2808392902149e-05,0.000394701001996197
0.085,-0.0475,-47.6012479930979,1.30426047189047e-05,0.000363109727713048
0.0875,-0.0475,-47.60157100057,1.30812304384165e-05,0.000332992365419504
0.09,-0.0475,-47.6018679313064,1.29581545588546e-05,0.000304428025480567
0.0925,-0.0475,-47.602140012897,1.27033099014776e-05,0.000277466218391624
0.095,-0.0475,-47.6023885415721,1.23430005558589e-05,0.000252130855780353
0.0975,-0.0475,-47.6026148557483,1.19002123432447e-05,0.000228423985011892
0.1,-0.0475,-47.6028203134952,1.13949040692063e-05,0.000206329240132058
0.1025,-0.0475,-47.6030062735587,1.0844284811166e-05,0.000185814992936508
0.105,-0.0475,-47.6031740795756,1.02630823312448e-05,0.000166837202955988
0.1075,-0.0475,-47.6033250471538,9.66378835324614e-06,0.000149341971609716
0.11,-0.0475,-47.6034604534846,9.0568978752259e-06,0.000133267803644375
0.1125,-0.0475,-47.6035815292003,8.45112829554277e-06,0.000118547596568319
0.115,-0.0475,-47.6036894521887,7.85362299637882e-06,0.000105110374449861
0.1175,-0.0475,-47.6037853431038,7.27014404056092e-06,9.28827746767003e-05
0.12,-0.0475,-47.6038702623495,6.70524390500304e-06,8.17903185777458e-05
0.1225,-0.0475,-47.6039452083014,6.1624257128301e-06,7.17584800127569e-05
0.125,-0.0475,-47.6040111165902,5.64428507014251e-06,6.27135711737577e-05
0.1275,-0.0475,-47.604068860257,5.15264492288262e-06,5.4583462991642e-05
0.13,-0.0475,-47.6041192506339,4.68866777640168e-06,4.72981680032884e-05
0.1325,-0.0475,-47.6041630388049,4.25296493607637e-06,4.079028994917e-05
0.135,-0.0475,-47.604200917534,3.84568599542945e-06,3.49953667468927e-05
0.1375,-0.0475,-47.6042335235446,3.46660139705079e-06,2.98521155942903e-05
0.14,-0.0475,-47.6042614400685,3.11517797631685e-06,2.53025946064337e-05
0.1425,-0.0475,-47.6042851995789,2.79063601560381e-06,2.12922980671419e-05
0.145,-0.0475,-47.6043052866431,2.49200439779903e-06,1.77701921838339e-05
0.1475,-0.0475,-47.6043221408352,2.21817339666567e-06,1.46886980071925e-05
0.15,-0.0475,-47.6043361596675,1.96792969534935e-06,1.20036399338848e-05
0.1525,-0.0475,-47.6043477014978,1.73999285202342e-06,9.67416118724529e-06
0.155,-0.0475,-47.6043570883828,1.53304117311848e-06,7.66261290887268e-06
0.1575,-0.0475,-47.6043646088474,1.34573759661786e-06,5.93442406327897e-06
0.16,-0.0475,-47.6043705205581,1.17674961153114e-06,4.45795440449463e-06
0.1625,-0.0475,-47.6043750528809,1.02476361026523e-06,3.2043446528777e-06
0.165,-0.0475,-47.6043784093117,8.88500429970425e-07,2.14735790402913e-06
0.1675,-0.0475,-47.6043807697808,7.66722942321015e-07,1.26321246909922e-06
0.17,-0.0475,-47.6043822928168,6.58244744637197e-07,5.30419582904044e-07
0.1725,-0.0475,-47.6043831175677,5.61936838986791e-07,-7.03742762027855e-08
0.175,-0.0475,-47.6043833656943,4.76727533893495e-07,-5.56550332875272e-07
0.1775,-0.0475,-47.6043831431224,4.01607039772027e-07,-9.4366617084396e-07
0.18,-0.0475,-47.6043825416614,3.35632078574122e-07,-1.2456086020222e-06
0.1825,-0.0475,-47.6043816404993,2.77922401537012e-07,-1.47473383932395e-06
0.185,-0.0475,-47.6043805075677,2.27657382723123e-07,-1.64199559932188e-06
0.1875,-0.0475,-47.6043792007994,1.84080274578946e-07,-1.75707738957661e-06
0.19,-0.0475,-47.6043777692659,1.46495737022671e-07,-1.82851138789501e-06
0.1925,-0.0475,-47.6043762542129,1.14262261874387e-07,-1.86378861062135e-06
0.195,-0.0475,-47.6043746900039,8.67941203352984e-08,-1.86946093932068e-06
0.1975,-0.0475,-47.6043731049588,6.3561409765119e-08,-1.85124049992269e-06
0.2,-0.0475,-47.6043715221212,4.40803820112023e-08,-1.81408583310727e-06
0.2025,-0.0475,-47.6043699599378,2.79146525154298e-08,-1.76228510416025e-06
0.205,-0.0475,-47.6043684328698,1.46671735497724e-08,-1.69952909295779e-06
0.2075,-0.0475,-47.6043669519295,3.98702818908229e-09,-1.62898794168568e-06
0.21,-0.0475,-47.6043655251641,-4.44182942279288e-09,-1.55336011858909e-06
0.2125,-0.0475,-47.6043641580856,-1.08986733711921e-08,-1.47493860429745e-06
0.215,-0.0475,-47.6043628540341,-1.56347426856958e-08,-1.39566113651253e-06
0.2175,-0.0475,-47.6043616145126,-1.88675540376456e-08,-1.31715478979277e-06
0.22,-0.0475,-47.6043604394752,-2.07925250350627e-08,-1.240776939887e-06
0.2225,-0.0475,-47.6043593275673,-2.1575801293731e-08,-1.16765671206072e-06
0.225,-0.0475,-47.6043582763464,-2.13628936762689e-08,-1.09872324914143e-06
